SK_ID_CURR,TARGET
100001,0.019256211926189305
100005,0.17140690450062657
100013,0.025914293495607015
100028,0.056855848762547456
100038,0.14775395392674895
100042,0.046723271483542134
100057,0.006990575083813342
100065,0.03339878679435063
100066,0.01308306286031661
100067,0.07203556606450169
100074,0.049062418738983773
100090,0.01983662670682939
100091,0.1760877571374966
100092,0.05712862704823907
100106,0.057084673147045725
100107,0.18679571927785787
100109,0.043463268662831976
100117,0.025555876920908806
100128,0.07760700475107275
100141,0.0273544246287711
100150,0.025449478716303972
100168,0.014266379975956825
100169,0.050598572278199874
100170,0.264550313671657
100171,0.046577386472224376
100172,0.10558022867757967
100184,0.1439490522554612
100187,0.07738175870131414
100212,0.022965845885939695
100222,0.045672470005018305
100223,0.02349017441874393
100232,0.011086014663041786
100241,0.12953867585305184
100245,0.011050217052981676
100253,0.02063670316269356
100256,0.05895511088443173
100271,0.00862859285384062
100278,0.478326442290572
100280,0.008294508250880654
100306,0.17105062074656957
100311,0.06944787173520173
100312,0.023273993925790017
100330,0.10090817786008419
100331,0.028241275720686135
100352,0.13470694378441148
100358,0.08193786020005933
100367,0.02271429285963103
100382,0.14811155387965272
100384,0.22229346118329632
100385,0.08459393125785046
100386,0.031374227209218536
100399,0.03998206624297341
100404,0.03588110129824514
100416,0.013568604370059769
100422,0.025375487842062453
100426,0.03496425689217774
100438,0.03451496728851068
100444,0.17276191415606856
100445,0.14546138642103745
100446,0.05832134859371582
100447,0.024523598150448973
100450,0.20768364351500926
100466,0.013547162126196957
100483,0.019067836359003366
100484,0.027557174226976854
100494,0.04752685646172433
100510,0.12023068825641325
100512,0.010348661032227133
100517,0.03247133136076299
100548,0.02916760209975145
100551,0.04813991800818654
100552,0.0710174629566459
100553,0.010628316760436476
100561,0.13151227486721742
100568,0.389767740380506
100569,0.01919453121608996
100591,0.17142330207431447
100592,0.02765159823738399
100602,0.03861927293577633
100607,0.04759582826502977
100613,0.0647547081896518
100617,0.1098585043262161
100618,0.07468574603945172
100622,0.07056123462065442
100625,0.09754014517429926
100677,0.10725351048568615
100699,0.04006637766342994
100702,0.2647557510510793
100711,0.024046312987001342
100729,0.12159579804599724
100740,0.18465711648403277
100744,0.15233968805588533
100745,0.03566777307385951
100747,0.07135532939435417
100751,0.4930455440227293
100752,0.034275831598768854
100753,0.1305647085311308
100754,0.24281331552540403
100760,0.025045057211883284
100762,0.08513601431901867
100763,0.030287284341704794
100765,0.01398256588238169
100770,0.06781910358823781
100772,0.033113298044241214
100777,0.01967620127892757
100791,0.01734638230218626
100792,0.007418402321365853
100797,0.027054499793490797
100823,0.035373735797180034
100826,0.024575752828981383
100830,0.05115153187598108
100836,0.25020274375889795
100872,0.05547937798371552
100910,0.04296208369321616
100913,0.1173127284304217
100918,0.013834104940377713
100931,0.00942031182504062
100952,0.029216744831781424
100953,0.02432070941455102
100965,0.19252042842226766
100970,0.022593491477265314
100982,0.15660680785417463
100983,0.3357858842209577
100984,0.05465127555260981
100987,0.03192890424873247
100997,0.04850778876072022
100998,0.3462295940960246
101002,0.025347727550321
101005,0.13710296397266297
101008,0.5344971325030218
101020,0.05136072925351754
101021,0.06249166416690517
101024,0.03264160082672586
101025,0.19715618192336165
101026,0.028548641685840398
101031,0.008470744421083183
101041,0.016091098976172488
101051,0.0034365418042187
101055,0.06888129595894932
101056,0.27594764034164704
101057,0.023606459501679257
101064,0.018744823727518727
101079,0.06705067819516014
101087,0.010482024945452213
101090,0.01972495540381156
101092,0.09217971165082002
101097,0.12411130758215669
101099,0.019691375994037807
101107,0.12399934678050242
101118,0.027700607208658815
101125,0.13435558156734323
101126,0.011345494059481688
101128,0.005427166578803206
101136,0.03943830942013753
101140,0.13796656792117828
101149,0.06144965764449571
101160,0.18564354414005005
